IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit,Host_Name,Product,CWE_Description,CWE_URL,CVE_URL
129.25.10.139,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2017-3167
129.25.10.139,80,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
129.25.10.139,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.10.139,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.10.139,80,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10082
129.25.10.139,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-9788
129.25.10.139,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.10.139,80,CVE-2020-1927,0,,,,,,,,,,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.10.139,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.10.139,80,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2016-5387
129.25.10.139,80,CVE-2020-1934,0,,,,,,,,,,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.10.139,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.10.139,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
129.25.10.139,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/384.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17199
129.25.10.139,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17189
129.25.10.139,80,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1333
129.25.10.139,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-125: Out-of-bounds Read,https://cwe.mitre.org/data/definitions/125.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1303
129.25.10.139,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2017-9798
129.25.10.139,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-787: Out-of-bounds Write,https://cwe.mitre.org/data/definitions/787.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15710
129.25.10.139,80,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/19.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8743
129.25.10.139,80,CVE-2016-8740,5,None,None,Partial,Low,Not required,None,20,40909,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8740
129.25.10.139,80,CVE-2016-4979,5,None,Partial,None,Low,Not required,None,284,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2016-4979
129.25.10.139,80,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),https://cwe.mitre.org/data/definitions/444.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0197
129.25.10.139,80,CVE-2020-11985,0,,,,,,,,,,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-11985
129.25.10.139,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.10.139,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.10.139,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.10.139,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.10.139,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),https://cwe.mitre.org/data/definitions/93.html,https://nvd.nist.gov/vuln/detail/CVE-2016-4975
129.25.10.139,80,CVE-2016-1546,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-1546
129.25.10.139,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.10.139,80,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8612
129.25.10.139,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2017-7679
129.25.10.139,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-7668
129.25.10.139,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2017-3169
129.25.10.139,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2017-3167
129.25.10.139,443,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
129.25.10.139,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.10.139,443,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.10.139,443,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10082
129.25.10.139,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-9788
129.25.10.139,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.10.139,443,CVE-2020-1927,0,,,,,,,,,,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.10.139,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.10.139,443,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2016-5387
129.25.10.139,443,CVE-2020-1934,0,,,,,,,,,,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.10.139,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.10.139,443,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
129.25.10.139,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/384.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17199
129.25.10.139,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17189
129.25.10.139,443,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1333
129.25.10.139,443,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-125: Out-of-bounds Read,https://cwe.mitre.org/data/definitions/125.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1303
129.25.10.139,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2017-9798
129.25.10.139,443,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-787: Out-of-bounds Write,https://cwe.mitre.org/data/definitions/787.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15710
129.25.10.139,443,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/19.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8743
129.25.10.139,443,CVE-2016-8740,5,None,None,Partial,Low,Not required,None,20,40909,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8740
129.25.10.139,443,CVE-2016-4979,5,None,Partial,None,Low,Not required,None,284,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2016-4979
129.25.10.139,443,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),https://cwe.mitre.org/data/definitions/444.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0197
129.25.10.139,443,CVE-2020-11985,0,,,,,,,,,,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-11985
129.25.10.139,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.10.139,443,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.10.139,443,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.10.139,443,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.10.139,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),https://cwe.mitre.org/data/definitions/93.html,https://nvd.nist.gov/vuln/detail/CVE-2016-4975
129.25.10.139,443,CVE-2016-1546,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-1546
129.25.10.139,443,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.10.139,443,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE,triangleshare-weekly.student-org.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8612
129.25.10.139,22,CVE-2016-8858,7.8,None,None,Complete,Low,Not required,None,399,,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8858
129.25.10.139,22,CVE-2016-6515,7.8,None,None,Complete,Low,Not required,None,20,40888,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6515
129.25.10.139,22,CVE-2016-10009,7.5,Partial,Partial,Partial,Low,Not required,None,426,40963,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/426.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10009
129.25.10.139,22,CVE-2016-10012,7.2,Complete,Complete,Complete,Low,Not required,None,119,,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10012
129.25.10.139,22,CVE-2015-8325,7.2,Complete,Complete,Complete,Low,Not required,None,264,,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2015-8325
129.25.10.139,22,CVE-2016-10010,6.9,Complete,Complete,Complete,Medium,Not required,None,264,40962,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10010
129.25.10.139,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6111
129.25.10.139,22,CVE-2016-3115,5.5,Partial,Partial,None,Low,Single system,None,CWE id is not defined for this vulnerability,39569,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,,,https://nvd.nist.gov/vuln/detail/CVE-2016-3115
129.25.10.139,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15919
129.25.10.139,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.10.139,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.10.139,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.10.139,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-269: Improper Privilege Management,https://cwe.mitre.org/data/definitions/269.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15906
129.25.10.139,22,CVE-2016-10708,5,None,None,Partial,Low,Not required,None,476,,FALSE,triangleshare-weekly.student-org.drexel.edu,OpenSSH,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10708
